$$,id_respuesta,respuesta,Feedback,correcta,reg_status,created_by,created_date,last_update_by,last_update_date,Id_pregunta,&&
$$,515,amigo,¡Perfecto! Identificaste de manera correcta la palabra que completa la oración. Seguro que ya conocías alguna de las palabras de la lista y eso ayudó a identificarla. ¡Vaya[00] eres un magnifico lector!,1,activo,developer,2024-07-17,developer,2024-07-17,164,&&
$$,516,hermano,¡Al parecer no lograste la atención adecuada! Hermano también es una forma de decirle a la palabra faltante. ¡Piénsalo bien y no te desanimes! ,0,activo,developer,2025-09-30,developer,2025-09-30,164,&&
$$,517,Seguidor.,¡Fallaste! Follower es el extranjerismo para seguidor. ¿Lo recuerdas? ¡Sería muy buena idea que exploraras más sobre el tema!,0,activo,developer,2022-02-19,developer,2022-02-19,165,&&
$$,518,Aspecto,¡Cometiste un pequeño error! Cuando te dicen “Qué buen look”[00] se refieren a tu aspecto. Así que no es la respuesta correcta. ¡Vamos[00] tú puedes!,0,activo,developer,2023-05-05,developer,2023-05-05,165,&&
$$,519,Ratón,¡Atención! Conoces muy bien el extranjerismo de ratón[00] y no es sticker[00] haz memoria. ¡No te desanimes[00] de los errores se aprende! ,0,activo,developer,2024-07-18,developer,2024-07-18,165,&&
$$,520,Etiqueta.,¡Extraordinario! Conoces muy bien los extranjerismos y sabes lo que significa sticker. ¡Felicidades! ,1,activo,developer,2025-10-01,developer,2025-10-01,165,&&
$$,521,Sí[00] sirven para complementar y explicar mejor el contenido del texto.,Sí[00] sirven para complementar y explicar mejor el contenido del texto. \n ¡Maravilloso! En verdad pusiste mucha atención al texto y a cada detalle de su contenido[00] pues la lectura tenía imágenes y éstas ayudan bastante a complementarlo.,1,activo,developer,2022-02-20,developer,2022-02-20,166,&&
$$,522,No[00] las imágenes no sirven en el texto[00] pues ocupan demasiado espacio.,¡Fallaste! Al parecer[00] no lograste ver los detalles del contenido[00] las imágenes son parte importante de él. ¡Anímate a ser más detallado al revisar el contenido de un texto!,0,activo,developer,2023-05-06,developer,2023-05-06,166,&&
$$,523,Sí[00] ayudan a que las páginas tengan mejor aspecto[00] pues le agregan colores y detalles.,¡Elegiste una respuesta incorrecta! El texto sí tiene imágenes[00] pero la función que se menciona no es correcta[00] su cometido es más importante. ¡No te desanimes! ¡Puedes hacerlo mejor la próxima vez! ,0,activo,developer,2024-07-19,developer,2024-07-19,166,&&
$$,524,No[00] sirven para apoyar y complementar el contenido del texto y así entenderlo mejor.,Al parecer[00] tendrás que ser más atento al revisar el contenido de un texto. No viste detalles como las imágenes. Qué lástima[00] pues reconoces perfecto su función. ¡Vamos[00] lo harás mejor la próxima vez!,0,activo,developer,2025-10-02,developer,2025-10-02,166,&&
$$,525,Sí[00] porque explica que[00] a pesar de que 480 millones de personas hablan español[00] existen factores que provocan diferencias en la lengua.,¡Lo hiciste de maravilla! Realmente lograste identificar cada parte del texto y su contenido. ¿Cómo lo descubriste?,1,activo,developer,2022-02-21,developer,2022-02-21,167,&&
$$,526,No[00] porque no se explica de manera correcta en dónde se habla español ni los factores que provocan las diferencias en la lengua.,¡Fallaste! Sería muy bueno poner mayor atención cuando examines el contenido del texto. ¡No desesperes!,0,activo,developer,2023-05-07,developer,2023-05-07,167,&&
$$,527,Sí[00] porque se menciona cada diferencia en la lengua que existe en los países de Latinoamérica[00] en donde se hablan idiomas como inglés o portugués.,¡Cometiste un pequeño error! Al parecer[00] no pusiste la suficiente atención en el contenido del texto. No se menciona ni el inglés ni el portugués. ¡No te preocupes[00] lo lograrás en la próxima lectura!,0,activo,developer,2024-07-20,developer,2024-07-20,167,&&
$$,528,No[00] el contenido es muy confuso. Tiene demasiada información[00] pero no explica de manera correcta lo que da a entender el título.,¡Incorrecto! La respuesta elegida no es correcta[00] deberás lograr la mayor atención posible cuando leas[00] para que identifiques muy bien el contenido y cómo se vincula con el título. ¡Vamos[00] anímate! Seguro que lo harás mejor la próxima vez. ,0,activo,developer,2025-10-03,developer,2025-10-03,167,&&
$$,529,Dar a conocer que la segunda lengua más hablada en el mundo es el español. ,¡Incorrecto! El texto hace referencia a esa información[00] pero el propósito del contenido es otro. ¿Qué puede ser? Recuerda la lectura y los detalles. ¡Tú puedes!,0,activo,developer,2022-02-22,developer,2022-02-22,168,&&
$$,530,Que el lector comprenda las razones de por qué existen diferencias entre una misma lengua.,¡Lo hiciste excelente! Identificaste muy bien el propósito del contenido. ¿Cómo lo lograste? Si alguno de tus compañeros no pudo hacerlo[00] puedes explicarle cómo lograrlo.,1,activo,developer,2023-05-08,developer,2023-05-08,168,&&
$$,531,Que el lector conozca los extranjerismos que se han incorporado en el transcurso de los años al español.,¡Tuviste un error! Se mencionan los extranjerismos[00] pero en general. ¿Qué se explica en la lectura? ¡No te distraigas! ¿Seguro que aplicaste la técnica de esta lección?,0,activo,developer,2024-07-21,developer,2024-07-21,168,&&
$$,532,Dar a conocer todos los países en donde se habla la misma lengua[00] que es el español.,¡Fallaste! En el contenido se mencionan los países en donde se habla el idioma español[00] pero se hace mayor hincapié en otro tema. ¡No olvides repasar y practicar la técnica aprendida en esta sesión! ¡Ánimo!,0,activo,developer,2025-10-04,developer,2025-10-04,168,&&
$$,533,,¡Bien hecho! Recuerda que el desarrollo de las habilidades socioemocionales debe ser constante[00] por lo que te invitamos a seguir escribiendo al respecto.,0,activo,developer,2022-02-23,developer,2022-02-23,170,&&
$$,534,,,0,activo,developer,2023-05-09,developer,2023-05-09,170,&&
$$,535,,,0,activo,developer,2024-07-22,developer,2024-07-22,170,&&
$$,536,,,0,activo,developer,2025-10-05,developer,2025-10-05,170,&&
$$,537,El investigador Kong busca hormigas zombis por la selva.,¡Muy bien! Identificaste el objeto en el que recae la acción de buscar. En este caso[00] se trata de las hormigas zombis.,1,activo,developer,2022-02-24,developer,2022-02-24,171,&&
$$,538,Las esporas caen en las hormigas y entran al cerebro.,Esta respuesta no es la correcta[00] pues está subrayado el complemento circunstancial de lugar[00] que responde a la pregunta “¿Dónde caen las esporas?”,0,activo,developer,2023-05-10,developer,2023-05-10,171,&&
$$,539,Las hormigas mueren para que el hongo crezca en ellas.,Vuelve a leer las Opciónes. En este caso[00] está subrayado el sujeto de la oración principal.,0,activo,developer,2024-07-23,developer,2024-07-23,171,&&
$$,540,El hongo prepara una trampa mortal para las hormigas.,Esta opción es incorrecta. Aquí está subrayado el complemento de objeto indirecto[00] que responde a la pregunta “¿Para quién prepara la trampa?”. Lo que prepara el hongo[00] la trampa[00] sería el complemento de objeto directo.,0,activo,developer,2025-10-06,developer,2025-10-06,171,&&
$$,541,una hormiga,Esta opción no es correcta. Relee lo que dice el amigo de Kong. La tetrodoxina no es una hormiga[00] sino la sustancia tóxica del pez globo.,0,activo,developer,2022-02-25,developer,2022-02-25,172,&&
$$,542,un hongo,Vuelve a leer el texto[00] analizando lo que dice el amigo de Kong. La tetrodoxina no es un hongo[00] sino la sustancia tóxica del pez globo.,0,activo,developer,2023-05-11,developer,2023-05-11,172,&&
$$,543,un pez globo,¡Casi elegiste la opción correcta! Pero no supiste diferenciar entre el nombre de la sustancia tóxica y el animal que la produce.,0,activo,developer,2024-07-24,developer,2024-07-24,172,&&
$$,544,una toxina,¡Así es! Supiste dónde encontrar la información en el texto[00] gracias a tus habilidades de observación y de memoria a corto plazo.,1,activo,developer,2025-10-07,developer,2025-10-07,172,&&
$$,545,médico,Esta opción no es correcta. Recuerda que la principal actividad de los médicos es curar personas. No suelen estudiar el comportamiento de las hormigas.,0,activo,developer,2022-02-26,developer,2022-02-26,173,&&
$$,546,biólogo,¡Así es! Inferiste que los biólogos estudian el comportamiento tanto de los animales como de las plantas y las relaciones que establecen entre sí[00] como el caso de los hongos y las hormigas.,1,activo,developer,2023-05-12,developer,2023-05-12,173,&&
$$,547,cineasta,Reflexiona de nuevo. Aunque la lectura menciona que Kong es fanático de las películas de zombis[00] no dice que esté escribiendo o filmando alguna.,0,activo,developer,2024-07-25,developer,2024-07-25,173,&&
$$,548,carpintero,La selección es incorrecta. Aunque la lectura menciona que Kong camina hacia un árbol que cree indicado[00] lo que realmente le interesa son las hormigas que viven ahí.,0,activo,developer,2025-10-08,developer,2025-10-08,173,&&
$$,549,En que infecta a las hormigas para comérselas.,La respuesta es incorrecta. Solamente el hongo lo hace[00] el pez no. Además[00] las hormigas y el pez no comparten ecosistema.,0,activo,developer,2022-02-27,developer,2022-02-27,174,&&
$$,550,En que contiene un veneno que intoxica a sus presas.,Correcto. El amigo brujo de Kong le cuenta del pez porque el caso del hongo le recuerda la capacidad de ambas toxinas de modificar el comportamiento de sus presas.,1,activo,developer,2023-05-13,developer,2023-05-13,174,&&
$$,551,En que viven en Tailandia.,Vuelve a leer. Fíjate en el inicio del texto: Kong está en Tailandia y ahí viven las hormigas y el hongo. Pero en ningún momento se dice que el pez viva en Tailandia.,0,activo,developer,2024-07-26,developer,2024-07-26,174,&&
$$,552,En que lo usan las personas que practican vudú.,Esta respuesta no es correcta[00] pues solamente usan la toxina del pez. ,0,activo,developer,2025-10-09,developer,2025-10-09,174,&&
$$,553,Reviven a los muertos.,Vuelve a leer la explicación de cómo funciona el hongo: infecta hormigas vivas[00] no revive a las muertas.,0,activo,developer,2022-02-28,developer,2022-02-28,175,&&
$$,554,No están vivos ni muertos.,Esta respuesta no es correcta. Cuando se menciona esto en el texto[00] únicamente se refiere a los zombis.,0,activo,developer,2023-05-14,developer,2023-05-14,175,&&
$$,555,Controlan la conducta de otros.,Efectivamente[00] se parecen en que tienen la capacidad de controlar la voluntad de otros seres.,1,activo,developer,2024-07-27,developer,2024-07-27,175,&&
$$,556,Son un fenómeno de la naturaleza.,Lee nuevamente el texto[00] sólo el hongo es parte de la naturaleza[00] los hechiceros pertenecen al mundo de la ficción.,0,activo,developer,2025-10-10,developer,2025-10-10,175,&&
$$,557,Se vuelven inusualmente fuertes.,Busca de nuevo esa característica. Verás que es propia de los zombis[00] no de las hormigas. ,0,activo,developer,2022-03-01,developer,2022-03-01,176,&&
$$,558,Se les cae la piel.,Esta respuesta no es correcta[00] pues pertenece únicamente a los zombis.,0,activo,developer,2023-05-15,developer,2023-05-15,176,&&
$$,559,Se mueren.,Vuelve a leer la explicación de cómo se vuelven zombis las hormigas: hay un momento en el que las hormigas siguen vivas[00] pero actúan extraño. Ésa es la forma de saber que están infectadas[00] pues no mueren inmediatamente.,0,activo,developer,2024-07-28,developer,2024-07-28,176,&&
$$,560,Se bajan del árbol donde viven.,Así es. El texto señala que eso es extraño porque se alejan de su nido[00] eso las diferencia de las sanas.,1,activo,developer,2025-10-11,developer,2025-10-11,176,&&
$$,561,Necesitan dormir y alimentarse.,¡Muy bien! El texto dice que incluso las personas intoxicadas necesitan comer y dormir[00] porque en realidad siguen vivos[00] a diferencia de los zombis.,1,activo,developer,2022-03-02,developer,2022-03-02,177,&&
$$,562,Mueren inevitablemente.,El texto no dice si estas personas pueden curarse o si el veneno es letal.,0,activo,developer,2023-05-16,developer,2023-05-16,177,&&
$$,563,Viven solamente en Haití.,Los zombis no viven en ninguna parte del mundo[00] así que esta característica no tiene relación con ser o no ser zombi.,0,activo,developer,2024-07-29,developer,2024-07-29,177,&&
$$,564,Dejan de hacer la voluntad del brujo.,Sí hacen lo que el brujo les pide hacer[00] pero no indica si el efecto es pasajero.,0,activo,developer,2025-10-12,developer,2025-10-12,177,&&
$$,565,Menciona muchos fenómenos de la naturaleza.,Ésta no es una característica que defina al cuento.,0,activo,developer,2022-03-03,developer,2022-03-03,178,&&
$$,566,Describe los pensamientos de los personajes.,¡Muy bien! Esta característica significa que hay un narrador (omnisciente) y[00] por lo tanto[00] el texto es un cuento.,1,activo,developer,2023-05-17,developer,2023-05-17,178,&&
$$,567,Compara a las hormigas con los zombis.,Esta respuesta es incorrecta. Comparar un ser vivo real con uno de ficción no es una característica que defina al cuento.,0,activo,developer,2024-07-30,developer,2024-07-30,178,&&
$$,568,Se trata acerca de zombis. ,Vuelve a analizar tu respuesta. El texto refiere a películas de zombis para explicar cómo funciona el hongo Cordy[00] pero trata sobre las hormigas. Además[00] un texto que trata sobre zombis no necesariamente sería un cuento.,0,activo,developer,2025-10-13,developer,2025-10-13,178,&&
$$,569,El hongo Ophiocordyceps unilateralis es muy peligroso.,El hongo es ciertamente peligroso para las hormigas[00] pero en realidad no afecta a otros animales.,0,activo,developer,2022-03-04,developer,2022-03-04,179,&&
$$,570,Explica la manera en la que el hongo infecta a una especie de hormigas para controlarlas y hacer que mueran en algún sitio propicio para esparcir sus esporas.,Esta explicación es sin duda una parte importante del texto[00] pero no representa el tema principal de la narrativa. Inténtalo de nuevo.,0,activo,developer,2023-05-18,developer,2023-05-18,179,&&
$$,571,Los zombis son sólo parte de la ficción[00] jamás podrán existir fuera de los libros y las películas.,Si bien la idea del zombi como se presenta en la ficción está lejos de la realidad[00] el texto habla de la tetrodotoxina[00] una droga utilizada en el vudú haitiano para doblegar la voluntad de las víctimas. ¡Justo lo que pasa con los zombis!,0,activo,developer,2024-07-31,developer,2024-07-31,179,&&
$$,572,Una reflexión sobre las implicaciones de ser un zombi (es decir[00] un ser sin voluntad) a partir del efecto que tiene el hongo Ophiocordyceps unilateralis en un tipo particular de hormigas.,¡En efecto! Éste es el argumento principal del texto. ,1,activo,developer,2025-10-14,developer,2025-10-14,179,&&
$$,573,,¡Bien hecho! Recuerda que el desarrollo de las habilidades socioemocionales debe ser constante[00] por lo que te invitamos a seguir escribiendo al respecto.,0,activo,developer,2022-03-05,developer,2022-03-05,180,&&
$$,574,,,0,activo,developer,2023-05-19,developer,2023-05-19,180,&&
$$,575,,,0,activo,developer,2024-08-01,developer,2024-08-01,180,&&
$$,576,,,0,activo,developer,2025-10-15,developer,2025-10-15,180,&&
$$,577,Sólido[00] líquido y glucoso,Vuelve a leer el texto y pon mucha atención. Hay un estado en la lista que no pertenece al agua.,0,activo,developer,2022-03-06,developer,2022-03-06,181,&&
$$,578,Gelatinoso[00] sólido y líquido,Uno de los estados del agua es incorrecto. ¡Te faltó poner un poco más de atención! ¡Vuelve a leer el texto!,0,activo,developer,2023-05-20,developer,2023-05-20,181,&&
$$,579,Líquido[00] sólido y gaseoso,¡Lo hiciste excelente! Pusiste mucha atención a cada detalle de la lectura. Posiblemente ya habías oído hablar acerca de los estados del agua y esto ayudó a comprender mejor el texto.,1,activo,developer,2024-08-02,developer,2024-08-02,181,&&
$$,580,Plasmoso[00] gaseoso y líquido,Un estado del agua en esta lista es un poco raro. ¿Cuál de ellos crees que sea? Para verificarlo[00] vuelve a leer el texto.,0,activo,developer,2025-10-16,developer,2025-10-16,181,&&
$$,581,Regar cultivos[00] desinfectar maquinaria y alimentar al ganado.,Los usos del agua que se describen corresponden a otro sector que no es el doméstico. Lee nuevamente el texto. Recuerda poner mucha atención.,0,activo,developer,2022-03-07,developer,2022-03-07,182,&&
$$,582,Ensuciarla[00] desperdiciarla[00] nadar y mojarse.,¿Crees que éstos sean usos del agua? Tendrás que leer nuevamente el texto[00] pon mucha atención.,0,activo,developer,2023-05-21,developer,2023-05-21,182,&&
$$,583,Desinfectar equipos[00] producir calor y lavar materia prima[00] como cereales[00] madera y metales,Lee nuevamente el texto con mucha atención. Los usos del agua que se describen no son de uso doméstico.,0,activo,developer,2024-08-03,developer,2024-08-03,182,&&
$$,584,Cocinar[00] lavar trastes[00] beberla[00] bañarse.,¡Perfecto! Identificaste los usos domésticos del agua. Éstos son sólo algunos[00] pero hay muchos otros. ¿Podrías nombrar más?,1,activo,developer,2025-10-17,developer,2025-10-17,182,&&
$$,585,oxígeno y nitrógeno,¡Espera! Un elemento es incorrecto. Seguro que confundiste las palabras[00] pero[00] para estar seguros[00] es importante que vuelvas a leer el texto.,0,activo,developer,2022-03-08,developer,2022-03-08,184,&&
$$,586,nitrógeno e hidrógeno,¡Es incorrecto! La combinación de estos elementos puede ser fatal[00] mejor realiza una nueva lectura. ¡Verás que lo harás muy bien!,0,activo,developer,2023-05-22,developer,2023-05-22,184,&&
$$,587,hidrógeno y oxígeno,¡Muy bien! El hidrógeno y el oxígeno son los elementos que la integran. ¡Ahora que ya lo sabes[00] coméntalo con tu familia!,1,activo,developer,2024-08-04,developer,2024-08-04,184,&&
$$,588,monóxido y nitrógeno,¡Atención! Uno de los elementos es un contaminante[00] así que no se podría formar agua con ello. ¿Te parece leer nuevamente el texto? Seguramente encontrarás la combinación perfecta para crear agua.,0,activo,developer,2025-10-18,developer,2025-10-18,184,&&
$$,589,Transportar nutrientes y agua de raíces a hojas[00] permitiendo su crecimiento y conservación.,Transportar nutrientes y agua de raíces a hojas[00] permitiendo su crecimiento y conservación.,1,activo,developer,2022-03-09,developer,2022-03-09,185,&&
$$,590,Llevar el agua de las hojas a las raíces[00] permitiendo que tengan muchos frutos.,¡Fallaste! La capilaridad permite llevar algo más que el agua[00] el proceso es diferente. ¡No te rindas! Vuelve a leer el texto[00] esta vez con mayor atención.,0,activo,developer,2023-05-23,developer,2023-05-23,185,&&
$$,591,Absorber los nutrientes del aire[00] transformándolos en agua para las plantas.,La capilaridad no se da por medio de aire[00] ¿lo recuerdas? Te vendría bien leer nuevamente el texto[00] para tener la certeza de qué es la capilaridad.,0,activo,developer,2024-08-05,developer,2024-08-05,185,&&
$$,592,Transformar el agua en nutrientes[00] que permiten el crecimiento y la protección de las plantas.,El agua tiene muchas capacidades[00] pero necesita de otros elementos para convertirla en nutrientes. ¡Sería genial que leyeras nuevamente el texto y que prometas poner más atención! ,0,activo,developer,2025-10-19,developer,2025-10-19,185,&&
$$,593,0.1,¡Fallaste! Es necesario valorar el agua. Posiblemente saber el porcentaje correcto te permita ser consciente[00] para no desperdiciarla.,0,activo,developer,2022-03-10,developer,2022-03-10,186,&&
$$,594,0.2,Sería maravilloso tener ese porcentaje de agua[00] pero no es correcto. Es importante tener en cuenta el porcentaje[00] para apreciarla más.,0,activo,developer,2023-05-24,developer,2023-05-24,186,&&
$$,595,0.01,¡Súper! Elegiste el porcentaje correcto. Saberlo te hará apreciar el agua y[00] tal vez[00] realizar acciones para no desperdiciarla.,1,activo,developer,2024-08-06,developer,2024-08-06,186,&&
$$,596,0.05,Estuviste muy cerca[00] pero[00] créelo[00] es demasiada agua. ¡Vamos[00] vuelve a leer el texto para que conozcas el porcentaje correcto!,0,activo,developer,2025-10-20,developer,2025-10-20,186,&&
$$,597,Plutón[00] Marte y la Luna,¡Lo hiciste excelente! En Plutón[00] Marte y la Luna se ha encontrado agua en estado sólido.,1,activo,developer,2022-03-11,developer,2022-03-11,187,&&
$$,598,Marte[00] Urano y Tierra,Puede ser que te confundieras[00] ya que en uno de estos planetas sí se encontró agua. ¡Vuelve a leer el texto[00] sin olvidar que debes poner atención en los detalles!,0,activo,developer,2023-05-25,developer,2023-05-25,187,&&
$$,599,La Luna[00] Mercurio y Júpiter,¡Atención! En uno de estos cuerpos existe agua[00] pero en los dos restantes no se ha comprobado. Por favor[00] lee nuevamente el texto. Seguramente no lograste poner atención. ¡Lo harás mucho mejor!,0,activo,developer,2024-08-07,developer,2024-08-07,187,&&
$$,600,Saturno[00] Neptuno y Venus,¡Cuidado! En ninguno de estos planetas se han encontrado indicios de agua. Será mejor que vuelvas a leer el texto. Al parecer algo te distrajo.,0,activo,developer,2025-10-21,developer,2025-10-21,187,&&
$$,601,Dar a entender las propiedades del agua.,¡Tuviste un error! En el texto se menciona más que sólo las propiedades del agua. Lee cada parte con detenimiento. Quizá el mensaje es un poco confuso[00] por ello es preciso poner atención. ¡Puedes hacerlo!,0,activo,developer,2022-03-12,developer,2022-03-12,188,&&
$$,602,Dar a conocer la existencia del agua en otros planetas.,El texto menciona la existencia del agua en otras partes del universo[00] pero no sólo se enfoca en ese tema. Lee nuevamente el texto[00] de manera tranquila[00] imaginando cada detalle. ¡Lograrás captar el mensaje!,0,activo,developer,2023-05-26,developer,2023-05-26,188,&&
$$,603,Dar a entender las características del agua y sus peculiaridades.,¡Cuidado! Aunque se mencionan las peculiaridades del agua[00] el mensaje que se quiere dar no está enfocado sólo en ellas. ¡Lee nuevamente! Seguro que hubo una distracción y no lograste concentrarte. ,0,activo,developer,2024-08-08,developer,2024-08-08,188,&&
$$,604,Dar a conocer la importancia del agua.,¡Claro! Todo lo que se explica está enfocado en el significado tan importante que tiene el agua en nuestras vidas. ¿Qué pasaría si dejara de existir?,1,activo,developer,2025-10-22,developer,2025-10-22,188,&&
$$,605,,¡Bien hecho! Recuerda que el desarrollo de las habilidades socioemocionales debe ser constante[00] por lo que te invitamos a seguir escribiendo al respecto.,0,activo,developer,2022-03-13,developer,2022-03-13,190,&&
$$,606,,,0,activo,developer,2023-05-27,developer,2023-05-27,190,&&
$$,607,,,0,activo,developer,2024-08-09,developer,2024-08-09,190,&&
$$,608,,,0,activo,developer,2025-10-23,developer,2025-10-23,190,&&
$$,609,Es imponer conductas específicas de acuerdo con el sexo.,¡Felicidades! Se nota que pusiste mucha atención. Efectivamente[00] esta respuesta se refiere al rol de género.,1,activo,developer,2022-03-14,developer,2022-03-14,191,&&
$$,610,Es tratar de manera igualitaria a hombres y mujeres.,¡Alto! La respuesta elegida no describe el rol de género[00] la igualdad no es su fuerte. ¡Vuelve a leer el texto!,0,activo,developer,2023-05-28,developer,2023-05-28,191,&&
$$,611,Es respetar las conductas de cada persona sin importar el sexo.,¡Fallaste! Eso sería maravilloso[00] pero no son las características del rol de género. ¡No te desanimes! ¡Puedes hacerlo mejor!,0,activo,developer,2024-08-10,developer,2024-08-10,191,&&
$$,612,Es el control femenino sobre el masculino.,Tendrás que leer nuevamente el texto y poner más atención[00] ya que la respuesta no expresa lo que es el rol género.,0,activo,developer,2025-10-24,developer,2025-10-24,191,&&
$$,613,Es cuando los hombres reciben un mejor trato que las mujeres[00] sobre derechos[00] oportunidades[00] beneficios y respeto en todos los aspectos de la vida cotidiana.,¡Cuidado! Se menciona la igualdad[00] pero[00] al existir un mejor trato hacia los hombres[00] no se cumple con el objetivo. ¡No desesperes! ¡Lee nuevamente el texto e infórmate más sobre el tema!,0,activo,developer,2022-03-15,developer,2022-03-15,192,&&
$$,614,Es cuando las mujeres reciben un mejor trato que los hombres[00] sobre derechos[00] oportunidades[00] beneficios y respeto en todos los aspectos de la vida cotidiana.,¡Fallaste! Se menciona la igualdad[00] pero[00] al existir un mejor trato hacia las mujeres[00] no se cumple con el objetivo. ¡No te preocupes[00] todos nos podemos confundir!,0,activo,developer,2023-05-29,developer,2023-05-29,192,&&
$$,615,Es cuando todas las personas[00] sin importar su sexo[00] reciben los mismos derechos[00] oportunidades[00] beneficios y son tratados con el mismo respeto en todos los aspectos de la vida cotidiana.,¡Maravilloso! La igualdad de género implica recibir el mismo trato. ¡Comprendiste muy bien las conclusiones del texto!,1,activo,developer,2024-08-11,developer,2024-08-11,192,&&
$$,616,Es cuando se eliminan los derechos de todas las personas[00] sin importar su sexo. No se convierte en prioridad tratar a todos con el mismo respeto[00] por lo tanto[00] las oportunidades y beneficios se olvidan.,Eliminar los derechos de todas las personas sería una acción injusta[00] ¿no te parece? ¡Vamos[00] anímate! ¡Lee nuevamente el texto e infórmate más sobre el tema!,0,activo,developer,2025-10-25,developer,2025-10-25,192,&&
$$,617,En la sociedad[00] existen los roles de género. Éstos marcan las conductas que las personas deberán seguir según su sexo: las mujeres son consideradas sensibles[00] amables[00] débiles y excelentes amas de casa; los hombres[00] no.,¡Cuidado! El párrafo elegido no cuenta con las características de un texto de contraste. ¡Vuelve a leer el texto y recuerda cuáles son los textos de contraste! ,0,activo,developer,2022-03-16,developer,2022-03-16,194,&&
$$,618,En la sociedad[00] existen los roles de género[00] los cuales establecen las conductas que las personas deberán seguir según su sexo: los hombres se consideran fuertes[00] agresivos[00] valientes y deberán brindar el sustento del hogar. A pesar de esto[00] las mujeres también comienzan a realizar actividades que eran consideradas exclusivamente para los hombres.,¡Elegiste la respuesta incorrecta! Recuerda que un texto de contraste ayuda a hacer notar diferencias o similitudes. ¡No te desanimes! ¡La próxima lo harás mejor!,0,activo,developer,2023-05-30,developer,2023-05-30,194,&&
$$,619,En la sociedad. existen los roles de género. Éstos marcan las conductas que las personas deberán seguir según su sexo. Por un lado[00] están las mujeres[00] quienes son consideradas sensibles[00] amables[00] débiles y excelentes amas de casa. Por otro lado[00] los hombres se consideran fuertes[00] agresivos[00] valientes y deberán brindar el sustento del hogar.,¡Excelente! Este párrafo describe un texto de contraste[00] compara los roles de género entre hombres y mujeres[00] y se puede identificar por los conectores: por un lado[00] por otro lado. ,1,activo,developer,2024-08-12,developer,2024-08-12,194,&&
$$,620,En la sociedad[00] los roles de género no existen. Mujeres y hombres son considerados sensibles[00] amables[00] débiles[00] excelentes cuidando niños[00] fuertes[00] valientes[00] además les gustan los deportes y brindar el sustento del hogar.,¡Fallaste! La respuesta no muestra un texto de contraste[00] los textos de contraste hacen notar las diferencias o las similitudes entre un asunto y otro. ¡No te preocupes! ¡Pon más atención y lee detenidamente la respuesta!,0,activo,developer,2025-10-26,developer,2025-10-26,194,&&
$$,621,,¡Bien hecho! Recuerda que el desarrollo de las habilidades socioemocionales debe ser constante[00] por lo que te invitamos a seguir escribiendo al respecto.,0,activo,developer,2022-03-17,developer,2022-03-17,200,&&
$$,622,,,0,activo,developer,2023-05-31,developer,2023-05-31,200,&&
$$,623,,,0,activo,developer,2024-08-13,developer,2024-08-13,200,&&
$$,624,,,0,activo,developer,2025-10-27,developer,2025-10-27,200,&&
$$,625,En artes,¡Erraste! La música se considera un arte[00] pero no es la clase correcta. ¡No te desanimes! ¡Recuerda poner mayor atención cuando realices una lectura!,0,activo,developer,2022-03-18,developer,2022-03-18,201,&&
$$,626,En manualidades,¡Atención! Sí[00] para la clase es importante el tacto[00] pero también el oído. ¡Concéntrate! Recuerda la técnica aprendida en esta sesión.,0,activo,developer,2023-06-01,developer,2023-06-01,201,&&
$$,627,En historia,¡Tuviste un pequeño error! La respuesta no indica la clase en la que Fercho deseaba participar. ¡No te desanimes! ¡Lo harás mejor la próxima vez! Sigue practicando la técnica que aprendiste en esta sesión.,0,activo,developer,2024-08-14,developer,2024-08-14,201,&&
$$,628,En música,¡Excelente! Fercho se animó a participar en la clase de música. ¿Qué técnica mágica de lectura usaste? ¡Felicidades!,1,activo,developer,2025-10-28,developer,2025-10-28,201,&&
$$,629,[CL_G6_B1_S19_RI20_E2_Ritmo_01: Guitarra],¡Parece que no lo lograste! La guitarra no fue la elección de Fercho. ¡No te desanimes! Ya sabes que la próxima vez tendrás que poner mayor atención al texto. ,0,activo,developer,2022-03-19,developer,2022-03-19,204,&&
$$,630,[CL_G6_B1_S19_RI20_E2_Ritmo_02: Piano],¡Vamos[00] puedes poner más atención al texto! No ubicaste el instrumento elegido por Fercho. ¡Intenta aplicar la técnica aprendida en esta sesión!,0,activo,developer,2023-06-02,developer,2023-06-02,204,&&
$$,631,[CL_G6_B1_S19_RI20_E2_Ritmo_03: Batería],¡Parece que pusiste atención al texto! Fercho eligió practicar con la batería. Esto lo emocionó mucho.,1,activo,developer,2024-08-15,developer,2024-08-15,204,&&
$$,632,[CL_G6_B1_S19_RI20_E2_Ritmo_04: Trompeta],¡Cuidado! La respuesta es incorrecta. ¿Seguro que leíste bien? Porque la trompeta no fue elegida por Fercho. ¡Vamos[00] aplica la técnica aprendida en esta sesión!,0,activo,developer,2025-10-29,developer,2025-10-29,204,&&
$$,633,Él golpeaba los tambores sin ton ni son.,¡Cuidado! Al parece no lograste poner atención al texto. Fercho realizó una acción diferente. ¡Procura poner más atención al leer[00] lo harás bien la próxima vez!,0,activo,developer,2022-03-20,developer,2022-03-20,205,&&
